cid,Smiles,classlabel
CHEMBL394249,COc1cccc([C@@H]2CC(=O)C[C@H](c3ccco3)C23C(=O)OC(C)(C)OC3=O)c1OC,0
CHEMBL45578,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(F)cc1,0
CHEMBL310293,O=c1c(C(c2ccc3c(c2)Cc2ccccc2-3)c2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0
CHEMBL2398124,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
CHEMBL1456957,CCOC(=O)CC(=O)Nc1ccc(C)cc1,0
CHEMBL211369,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0
CHEMBL559410,O=C(/C=C/c1ccc(O)c(O)c1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,0
CHEMBL459879,Cc1cc(S(=O)(=O)Nc2nc3cscc3c(=O)n2N)c(S)cc1Cl,0
CHEMBL226764,CN1CCCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,1
CHEMBL560439,O=C(O)c1cn(CCO)c2c(F)cc(Cc3cccc(Cl)c3Cl)cc2c1=O,1
CHEMBL108511,O=C(O)C(=O)/C=C(\O)c1cccc(/C(O)=C/C(=O)C(=O)O)c1,0
CHEMBL32865,O=C(c1cc(Cc2ccccc2)cc(CN2CCCS2(=O)=O)c1)c1ncc2cccnc2c1O,1
CHEMBL272448,O=C(O)C1CCCCC1C(=O)Nc1ccc(Oc2cccc3ccccc23)cc1,1
CHEMBL382965,CN1C(=O)CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)NC1=O,1
CHEMBL500469,COC(=O)CC(C)(O)CC(=O)O[C@@H]1C[C@]2(C)C3=C(CC[C@H]2C(C)(C)C1=O)[C@]1(C)CC[C@H]([C@H](C)CCC(O)C(C)(C)O)[C@@]1(C)CC3,0
CHEMBL232228,O=C(NCc1c[nH]c2ccccc12)c1nc(-c2cccs2)nc(O)c1O,1
CHEMBL526642,COCCn1cc(C(=O)O)c(=O)c2cc(Cc3ccc(Cl)cc3Cl)ccc21,0
CHEMBL443983,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@@]21C)[C@@]1(C)C[C@@H](OC(=O)CN)[C@H](OC(=O)CN)C(C)(C)[C@@H]1CC3)C(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,0
CHEMBL456476,Cc1cc(Cl)cc2c1S(=O)(=O)N=C(C(=O)c1ccc(Cl)c(Cl)c1)S2,0
CHEMBL253609,O=C1c2c(ccc(O)c2O)CN1N1Cc2ccc(O)c(O)c2C1=O,0
CHEMBL373258,O=C(N/N=C/c1cc(Br)ccc1O)/C(=C/C=C/c1ccccc1)NC(=O)c1ccccc1,0
CHEMBL242139,CC(=O)N1CCN(C)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0
CHEMBL413479,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
CHEMBL461405,CN(C)C(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)c(Cl)c2)c(O)c(=O)n1C,1
CHEMBL511423,CCCCCC12CCC(C(=O)Nc3cccc(C(=O)CC(=O)C(=O)O)c3)(CC1)CC2,0
CHEMBL252700,COc1cccc(CN(Cc2cccc(OC)c2)c2ccc3nc(N)[nH]c3c2)c1,0
CHEMBL4161705,O=c1[nH]c2sc(-c3ccccc3)cc2c(=O)n1O,0
CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0
CHEMBL1978342,O=C(c1ccccc1)c1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1,0
CHEMBL59321,CO[C@H]1O[C@H](COC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,0
CHEMBL512021,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(=O)N(O)C(=O)C2,1
CHEMBL474862,COc1cccc(C(=O)Nc2cccc(C(=O)/C=C(\O)C(=O)O)c2)c1,0
CHEMBL291663,O=C1C(O)=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c2ccc(Cl)cc2Cl)C(=O)c2ccccc21,0
CHEMBL40148,O=C(O)c1ccc2ccc(/C=C/c3ccccc3)nc2c1O,0
CHEMBL80654,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC([C@@H](C)C=O)C(=O)C=C12,0
CHEMBL563963,CC1(C)NC(=O)n2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,1
CHEMBL1685079,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc(Cl)cc2)c1O,0
CHEMBL1223983,COc1ccc2c(c1)C(=O)C(O)=C(C1=C(C3=C(O)C(=O)c4cc(OC)ccc4C3=O)C(=O)c3ccccc3C1=O)C2=O,0
CHEMBL128177,Cc1ccc(Nc2n[nH]c(NS(=O)(=O)c3cc(C)c(Cl)cc3S)n2)cc1,0
CHEMBL554975,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3c(c1O)C(=O)N1C(C(=O)O)CSC31)CC2,0
CHEMBL3288270,CC(=O)Nc1ccc2c(c1)C(=O)N(O)C(=O)C2C(=O)NCc1ccc(F)cc1,0
CHEMBL18927,O=C(O)C(=O)CC(=O)c1cccc(OCc2ccccc2)c1,0
CHEMBL406897,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
CHEMBL4633855,Fc1ccc(-c2cncn2-c2ccc(Br)cc2)cc1,0
CHEMBL4288444,O=c1cc(Sc2cccc(Br)c2)[nH]c(=O)n1O,0
CHEMBL444733,Cc1cc2c(cc1Cl)SC(C(=O)c1ccccc1)NS2(=O)=O,0
CHEMBL1668672,O=C1c2ccccc2C(CCCc2ccccc2)C(=O)N1O,0
CHEMBL3360134,Cc1cnnn1-c1cc(F)ccc1CNC(=O)c1nc(C2CCOCC2)n(C)c(=O)c1O,1
CHEMBL1682044,O=C(O)c1cc(F)cc(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1O,0
CHEMBL554974,O=C1c2c(ccc(O)c2O)CN1Cc1ccccc1F,0
CHEMBL226484,Cc1ccc2cc(C(=O)CC(=O)C(=O)O)ccc2c1,0
CHEMBL1813498,O=C(NCc1ccc(-c2cccs2)cc1)c1cccc(O)c1O,0
CHEMBL1160386,Nc1ccn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3OC[C@@H](n4ccc(=O)[nH]c4=O)[C@@H]3O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,0
CHEMBL369808,O=C1c2c(c(O)c3nccnc3c2O)C(=O)N1Cc1ccncc1,0
CHEMBL4168270,O=c1[nH]c2c(c(=O)n1O)C1CCCCC1S2,0
CHEMBL557854,CC(=O)N1CCn2c(nc(C(=O)NCc3ccc(F)cc3)c(O)c2=O)C1(C)C,1
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,0
CHEMBL3334643,O=C(NCc1ccccc1F)c1nc(-c2ccc(F)cc2)[nH]c(=O)c1O,0
CHEMBL162783,CC1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2C(=O)C1C,0
CHEMBL561849,O=C1c2c(ccc(O)c2O)CN1Cc1cc(F)c(F)c(F)c1,0
CHEMBL39092,O=C(O)c1ccc2ccc(/C=C/c3ccc(O)c(O)c3)nc2c1O,0
CHEMBL2316130,CCOCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,1
CHEMBL240548,Cc1nc(SCC(=O)c2ccc(O)c(O)c2)c(C#N)c(CC(C)C)c1C(N)=O,0
CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0
CHEMBL128487,O=S(=O)(Nc1nnc2n1-c1ccccc1CC2)c1ccc(Cl)cc1S,0
CHEMBL2315832,CN(CCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O)S(C)(=O)=O,1
CHEMBL2206767,NCCN1CCN(S(=O)(=O)c2cc(O)c(O)c3c2CN(Cc2ccc(F)c(Cl)c2)C3=O)CC1,0
CHEMBL1669243,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(OC)c(OC)cc12,0
CHEMBL50605,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1,1
CHEMBL1917873,CC(C)n1c(=O)c(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc21,1
CHEMBL564499,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)cc1Cl,0
CHEMBL417356,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(Cl)cc1,0
CHEMBL1682064,O=C(/C=C/c1cc(Br)cc([N+](=O)[O-])c1O)c1cc(Cl)cc(Cl)c1Cl,0
CHEMBL563898,CC(=O)N1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,1
CHEMBL172018,CC(=O)C1=C(NNC(=O)c2ccccn2)[C@@]2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12,0
CHEMBL562366,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1ccc(F)c(F)c1,0
CHEMBL2180591,C[C@H](CO)Nc1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,0
CHEMBL3414876,Cc1ccc(S(=O)(=O)O)cc1.O=C1Cc2cc(Cc3ccc(-c4ccncc4)cc3)ccc2C(=O)N1O,0
CHEMBL3087792,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1cccc(C)c1,0
CHEMBL2442189,CC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1CCCNC(=O)c1cccs1,0
CHEMBL562273,O=C(Nc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1)c1cc(O)c(O)c(O)c1,0
CHEMBL497506,O=C(c1ccc2c(c1)c(=O)c(C(=O)O)cn2CCO)c1ccc(Cl)cc1Cl,0
CHEMBL4437185,Cc1noc(C)c1-c1ccc(Nc2cc(=O)n(O)c(=O)n2C)cc1,0
CHEMBL381234,COc1ccc(C(=O)Nc2ccc(O)c(-c3nc4ccccc4o3)c2)cc1[N+](=O)[O-],0
CHEMBL560836,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C1CCCCC1,1
CHEMBL495145,CCN(C(=O)c1cscn1)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,1
CHEMBL2180599,O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,0
CHEMBL428565,O=C(O)c1cn2c(c1O)C(=O)N(Cc1cccc(Cl)c1)CC2,1
CHEMBL487884,O=C1OC(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)=C1O,0
CHEMBL133642,COc1ccc(/C=C/C(=O)OCCc2ccccc2)cc1OC,0
CHEMBL1813507,O=C(NCc1ccco1)c1cc(S(=O)(=O)N2CCCCC2)cc(O)c1O,0
CHEMBL240333,Oc1ccc(-c2csc(Nc3ncccn3)n2)cc1O,0
CHEMBL243150,CN1CCN(S(C)(=O)=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1
CHEMBL2236599,O=C(O)/C(O)=C/C(=O)c1cn(Cc2cccc(F)c2)c2ccccc2c1=O,1
CHEMBL464340,O=C(CC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N1CCN(C(=O)C(=O)CC(=O)c2ccc(C(F)(F)F)cc2)CC1,0
CHEMBL538947,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc(/C=N/NS(=O)(=O)c3ccc(C)cc3)c(C(=O)O)c1O)CC2,0
CHEMBL436489,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0
CHEMBL558287,O=C(O)c1cn(CCO)c2ccc(Cc3cccc(Cl)c3Cl)c(F)c2c1=O,1
CHEMBL2206763,O=C1c2c(O)c(O)cc(S(=O)(=O)NCCN3CCOCC3)c2CN1Cc1ccc(F)c(Cl)c1,0
CHEMBL3099064,CC(C)=CCCC1=CCc2ccc(O)c(O)c2C1,0
CHEMBL540405,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3cnn(-c4ccc(C(=O)O)cc4)c(=O)c3c1O)CC2,0
CHEMBL3310082,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)NCCOC)c1=O,1
CHEMBL552100,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3cn[nH]c(=O)c3c1O)CC2,0
CHEMBL225681,O=C(O)C(=O)CC(=O)c1ccc2ccc3cccc4ccc1c2c34,0
CHEMBL2442193,CC(C)(C)C(=O)NCCCn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,0
CHEMBL3582053,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)c(Cl)c2)c2ccccc2c1=O,0
CHEMBL561729,CC1(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2CCN1CC(=O)N1CCOCC1,1
CHEMBL440354,O=C(/C=C\c1ccc(O)c(O)c1)OC1CCCC(OC(=O)/C=C\c2ccc(O)c(O)c2)C1,0
CHEMBL3806031,CCCCN(C)C(=O)C1C(=O)N(O)C(=O)c2ccccc21,0
CHEMBL2042382,O=C(O)/C(O)=C/C(=O)c1cc(Cc2ccccc2)cn(Cc2ccccc2)c1=O,1
CHEMBL3360137,CN1C(C)(C)CN(c2cc(F)ccc2CNC(=O)c2nc(C3CCOCC3)n(C)c(=O)c2O)S1(=O)=O,1
CHEMBL1161980,CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C.O=C(O)C(F)(F)F,1
CHEMBL513386,CCCCCC[C@H]1OC(=O)C2=C1[C@@H](O)[C@@H]1O[C@@H]1[C@@H]2O,0
CHEMBL554745,CN1Cn2c(nc(C(=O)NCc3ccc(F)cc3)c(O)c2=O)C1(C)C,1
CHEMBL560706,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(I)c1,0
CHEMBL17347,CCOC(=O)/C=C/c1ccc(O)c(O)c1,0
CHEMBL521793,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,1
CHEMBL4586421,COc1ccc(-c2ccc(Nc3cc(=O)n(O)c(=O)n3C)cc2)cc1,0
CHEMBL4175393,Cc1c(C(=O)O)sc2[nH]c(=O)n(O)c(=O)c12,0
CHEMBL128000,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,0
CHEMBL226490,O=C(O)C(=O)CC(=O)c1c2ccccc2cc2ccccc12,0
CHEMBL1685078,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(Cl)c2)c1O,0
CHEMBL401049,Oc1ccc(Br)cc1/C=N/Nc1nc2nonc2nc1Nc1ccc(F)cc1,0
CHEMBL1773317,CN(C)Cc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,1
CHEMBL49387,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc([N+](=O)[O-])cc1,0
CHEMBL1682033,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1O,0
CHEMBL565197,O=C1c2c(ccc(O)c2O)CN1Cc1c(F)ccc(F)c1F,0
CHEMBL339829,O=S(=O)(Nc1ccccn1)c1ccc(/N=N/c2cnc(O)c(O)c2)cc1,0
CHEMBL3259890,CCCC(C(=O)O)c1c(C)nc2ccc(Br)cc2c1-c1ccc(Cl)cc1,1
CHEMBL421441,CC1=NN(c2ccccc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2scc(C)c2C)cc1,0
CHEMBL558286,O=C(O)c1cn(CCCO)c2ccc(Cc3cccc(Cl)c3Cl)cc2c1=O,1
CHEMBL139149,O=C1OC(=O)C(c2ccc(O)c(O)c2)=C1c1ccc(O)c(O)c1,0
CHEMBL506796,COc1ccc(/C=C/C(=O)Nc2cccc(C(=O)/C=C(\O)C(=O)O)c2)cc1,0
CHEMBL396686,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CNC(=O)C4=C(O)[C@@H](N(C)C)[C@@H]5C[C@H]6C(=C(O)[C@]5(O)C4=O)C(=O)c4c(O)cccc4[C@@]6(C)O)C(C)C3)c(F)c21,0
CHEMBL4167025,O=c1[nH]c2c(c(=O)n1O)C1CCCC1S2,0
CHEMBL491336,CCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O,1
CHEMBL211028,O=C(/C=C(\O)C(=O)O)CCc1ccc(Cl)c(Cl)c1,1
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
CHEMBL493335,CCNc1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,1
CHEMBL3125968,O=C(NCc1ccc(F)cc1F)c1cc2ccccc2n(O)c1=O,0
CHEMBL430624,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@H]3[C@@H](C)CO[C@]3(O)C[C@H]12,0
CHEMBL1669245,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2c(OC)c(OC)ccc12,0
CHEMBL513686,C[C@H](CCC(O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)C[C@@H](O)C(=O)C(C)(C)[C@@H]1CC3,0
CHEMBL177021,COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)cc(O)c(C=O)c1O2,0
CHEMBL54536,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,0
CHEMBL1773405,O=C(O)CCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,1
CHEMBL241596,O=C(NNC(=O)c1c(O)c2ccccc2[nH]c1=O)c1ccccc1[N+](=O)[O-],0
CHEMBL456482,COc1ccc(C(=O)C2NS(=O)(=O)c3cc(C)c(Cl)cc3S2)cc1,0
CHEMBL212320,CN(C)C(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2=O,0
CHEMBL552177,Cc1noc(CN2CCn3c(nc(C(=O)NCc4ccc(F)cc4)c(O)c3=O)C2(C)C)n1,1
CHEMBL366410,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(C)c(O)c(C(=O)O)c(C)c1O2,0
CHEMBL1682069,Cc1cccc(C(=O)NCc2ccc(F)cc2)c1O,0
CHEMBL3805355,CCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,0
CHEMBL1668664,CCCCC1C(=O)N(O)C(=O)c2ccccc21,0
CHEMBL350391,COc1cc(O)c2c(O)c3c(cc2c1-c1c(OC)cc(OC)c2c(OC)c4c(cc12)OC(C)C(C)C4=O)OC(C)C(C)C3=O,0
CHEMBL83742,CCOC(=O)C(C1=C(O)C(=O)c2ccccc2C1=O)C1=C(O)C(=O)c2ccccc2C1=O,0
CHEMBL3310092,C[C@@H](O)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N(C)C)c1=O,1
CHEMBL128608,Cc1cc(C(F)(F)F)cc(-n2nc(NS(=O)(=O)c3cc(C)c(Cl)cc3S)nc2N)n1,0
CHEMBL82611,CCCCCCC/N=C1/C(=O)c2ccccc2C(O)=C1O,0
CHEMBL1270501,COc1ccc(/C=C2\C(=O)N(c3cccc(C(F)(F)F)c3)N=C2C(F)(F)F)cc1OCc1ccc(F)cc1,0
CHEMBL1813513,N#Cc1cc(O)c(O)c(C(=O)NCc2ccc(F)cc2)c1,0
CHEMBL2180476,O=C(/C=C/c1cc(O)ccc1O)c1ccc(O)cc1O,0
CHEMBL1914556,Cn1c(=O)c(C(=O)NCc2ccc(F)cc2)c(O)c2ncc(Cc3ccc(F)cc3)cc21,1
CHEMBL3740012,O=[N+]([O-])CC1c2cc([N+](=O)[O-])ccc2C=C(c2ccccc2)N1c1ccc(Cl)cc1,0
CHEMBL58191,Nc1cccc2ccc(/C=C/c3ccc(O)c(O)c3)nc12,0
CHEMBL3582056,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccccc2)c2ccccc2c1=O,1
CHEMBL137555,O=C(O)/C=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0
CHEMBL39725,Oc1ccc(/C=C/c2ccc3c(Cl)cc(Cl)c(O)c3n2)cc1O,0
CHEMBL3582069,Cc1cc(C)cc(Cn2cc(C(=O)/C=C(\O)C(=O)O)c(=O)c3ccccc32)c1,1
CHEMBL210233,CN(C(=O)C(N)=O)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,1
CHEMBL430049,CCCNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,1
CHEMBL20702,COc1ccc(C(=O)CC(=O)C(=O)O)cc1CN=[N+]=[N-],0
CHEMBL3741987,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc(C)cc2)cc1,0
CHEMBL3334646,O=C(NCc1cc(F)c(F)c(F)c1)c1nc(-c2ccc(F)cc2)[nH]c(=O)c1O,0
CHEMBL425852,O=C(NNC(=O)c1ccccc1S)c1ccccc1O,0
CHEMBL278545,[N-]=[N+]=NC1CCC(N=[N+]=[N-])c2cc(C(=O)CC(=O)C(=O)O)ccc21,0
CHEMBL476565,CC(C)N1CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1=O,1
CHEMBL242883,O=C(O)/C(O)=C/C(=O)c1cccc(Cc2ccccc2)c1,1
CHEMBL493531,CN(C)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,1
CHEMBL113891,Cc1cc(C(c2cc(C)c(O)c(C(=O)O)c2)c2cc(C)c(O)c(C(=O)O)c2)cc(C(=O)O)c1O,0
CHEMBL497661,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C=C(Sc1ccccc1)C2=O,0
CHEMBL312727,O=c1c(Cc2c(O)oc3cc(O)ccc3c2=O)c(O)oc2cc(O)ccc12,0
CHEMBL4560817,CC(C)(C)OC(C(=O)O)c1ccccc1-c1ccccc1,0
CHEMBL456580,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2ccc(F)cc2c1=O,0
CHEMBL3087785,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1cccc(C#N)c1,0
CHEMBL3360133,Cc1ncnn1-c1cc(F)ccc1CNC(=O)c1nc(C2CCOCC2)n(C)c(=O)c1O,1
CHEMBL3287915,Cc1ccc(-c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c3ccc4c(c3)CCCO4)c2C)cc1C,1
CHEMBL564630,O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(F)c1,0
CHEMBL4462312,O=C(NNC(=O)c1cc2ccccc2oc1=O)c1ccccc1O,1
CHEMBL3334638,COc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)[nH]c(=O)c2O)cc1,0
CHEMBL3287912,Cc1nc(-c2ccccc2)c(C)c(-c2ccc3c(c2)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,1
CHEMBL1173012,Oc1ccccc1-c1ccc2c(O)c(O)ccc2c1,0
CHEMBL394781,CCNC(=O)N1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1,1
CHEMBL454134,CC(=O)O[C@H]1[C@H](O)C2=C(CC[C@H]3C(C)(C)[C@@H](OS(=O)(=O)O)[C@H](OC(=O)CCCCCCCCCCCCCCCO)C[C@]23C)[C@@H]2CC[C@H]([C@H](C)CCC3(C(C)(C)O)CO3)[C@]21C,0
CHEMBL391519,COc1cc([N+](=O)[O-])cc(/C=N/Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)c1O,0
CHEMBL481644,O=C(/C=C/c1cc(O)c(O)c([N+](=O)[O-])c1)OCCc1ccccc1,0
CHEMBL551325,CC1(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2CCN1CCc1ccccn1,1
CHEMBL301183,O=C(/C=C/c1cccn1Cc1ccc([N+](=O)[O-])cc1)CC(=O)C(=O)O,0
CHEMBL236067,O=C(C1=C(O)C(=O)N(c2nc3ccccc3s2)C1c1cccnc1)c1ccc(Cl)cc1,0
CHEMBL299686,CO[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,0
CHEMBL191854,Cc1ccc(NC(=O)C(=O)NCc2ccc(/C=N\NC(=O)C(=O)Nc3cc(Cl)ccc3C)o2)cc1C,0
CHEMBL4639852,CCCCn1cncc1-c1cccc(OC)c1,0
CHEMBL3288828,CC(=O)OCCNc1c(C(=O)NCc2ccc(F)cc2F)c(=O)n(O)c2ncccc12,1
CHEMBL236792,N#C/C(=C\c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)c1nc2ccccc2[nH]1,0
CHEMBL464212,Cn1c(=O)c(C(=O)O)c(O)c2cc(Cc3ccccc3)ccc21,0
CHEMBL502584,O=C(Nc1ccc2c(c1)C(=O)N(O)C(=O)C2)c1ccccc1,0
