cid,Smiles,classlabel
CHEMBL400246,O=C1c2c(ccc(O)c2O)CN1N(S(=O)(=O)c1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1,0
CHEMBL418300,COC1O[C@H](CO)[C@@H](O)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1,0
CHEMBL237728,N#Cc1c(O)c(O)c2n(c1=O)CCN(Cc1ccc(F)cc1)C2=O,1
CHEMBL2316114,C[C@H](CO)NC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,1
CHEMBL492188,COCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,1
CHEMBL173395,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,0
CHEMBL377295,CCOC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccccc3)o2)N=C1C,0
CHEMBL2180473,O=C(/C=C/c1ccccc1O)c1cccc(O)c1O,0
CHEMBL242137,CN1C[C@H](O)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0
CHEMBL408075,Cn1c(C(C)(C)C)nc(C(=O)NCc2cccc3cc[nH]c23)c(O)c1=O,1
CHEMBL462081,O=C(c1ccc2ccccc2c1)C1NS(=O)(=O)c2ccc(Cl)cc2S1,0
CHEMBL460632,COc1c2c(c(O)c3ncc(Cc4ccc(F)cc4)cc13)C(=O)N(C)C2,0
CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,0
CHEMBL1773318,CN(CCO)Cc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,1
CHEMBL510093,Cn1c(C(C)(C)NC(=O)C(=O)N2CCOCC2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,1
CHEMBL254853,COc1cccc(C(=O)NNC(=O)c2cc3ccccc3cc2O)c1O,0
CHEMBL4170599,O=C1Cc2cc(-c3ccccc3)ccc2C(=O)N1O,0
CHEMBL371473,CC(C)OC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,0
CHEMBL407473,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)O)C(C)C,0
CHEMBL3582081,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccncc2)c2ccccc2c1=O,0
CHEMBL496143,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)cc(F)c2)c2cccc(OC)c12,0
CHEMBL518520,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],1
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,0
CHEMBL523901,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1F,1
CHEMBL252831,O=C1c2c(ccc(O)c2O)CN1CCc1ccccc1,0
CHEMBL403574,O=C(NNC(=O)c1cccc(O)c1O)c1ccccc1O,0
CHEMBL3597537,CCOc1cc(/C=C2\SC(=S)N(C(C(=O)O)C(C)C)C2=O)ccc1O,0
CHEMBL516661,Cc1cc(S(=O)(=O)Nc2nc3ccsc3c(=O)n2N)c(S)cc1Cl,0
CHEMBL402709,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2cc(O)c(O)cc2C1=O,0
CHEMBL193783,CCc1cc(/C=N/CC/N=C/c2cc(CC)sc2S)c(S)s1,0
CHEMBL4453169,Cc1ccc(-c2cccc(Nc3cc(=O)n(O)c(=O)[nH]3)c2)cc1,0
CHEMBL1773414,O=C1c2ncc3c(c(S(=O)(=O)N4CCCC4)cn3Cc3ccc(F)cc3)c2CCN1O,1
CHEMBL168284,COOC(=O)c1cc2ccc(O)c(O)c2cn1,0
CHEMBL176570,COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,0
CHEMBL1270701,COc1ccc(/C=C2\C(=O)N(c3cccc(F)c3)N=C2C(F)(F)F)cc1OCc1ccc(F)cc1,0
CHEMBL458229,Cc1cc2c(cc1Cl)SC(C(=O)c1cccc([N+](=O)[O-])c1)NS2(=O)=O,0
CHEMBL1917875,O=C(NCc1ccc(F)cc1)c1c(O)c2ncc(Cc3ccccc3)cc2[nH]c1=O,1
CHEMBL4229270,O=C(O)CC(O)/C=N/c1cc(Br)cc(Br)c1O,0
CHEMBL204656,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,1
CHEMBL3805756,CCCCCCCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,0
CHEMBL1223982,COc1cccc2c1C(=O)C(C1=C(C3=C(O)C(=O)c4cccc(OC)c4C3=O)C(=O)c3ccccc3C1=O)=C(O)C2=O,0
CHEMBL505145,O=C1OCC(c2ccc(O)cc2)=C1O,0
CHEMBL1914552,COc1cccc(CNC(=O)c2c(O)c3ncc(Cc4ccc(F)cc4)cc3[nH]c2=O)c1,1
CHEMBL235846,Cc1ccc(C(=O)C2=C(O)C(=O)N(c3nccs3)C2c2ccc(F)cc2)cc1,0
CHEMBL1668671,O=C1c2ccccc2C(CCc2ccccc2)C(=O)N1O,0
CHEMBL294714,Nc1ncnc2cc3c(cc12)ncn3C1COC(COP(=O)([O-])[O-])C1.[Na+].[Na+],0
CHEMBL558132,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2F)cc1)c1cc(O)c(O)c(O)c1,0
CHEMBL492329,CCN(C(=O)c1ccccn1)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,1
CHEMBL513058,Cc1cc(S(=O)(=O)Nc2nc3cscc3c(=O)[nH]2)c(SCc2ccccc2)cc1Cl,0
CHEMBL551736,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)cc2)cc1C,0
CHEMBL2407275,CN(C(=O)C1C(=O)N(O)C(=O)c2ccccc21)c1ccccc1,0
CHEMBL197554,CCOC(=O)C(=O)/C=C(\O)c1cn(Cc2ccc(F)cc2)c2ccccc12,0
CHEMBL267212,CC(C)C[C@@H](NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](C)C(=O)N[C@@H](C(=O)O)[C@H](C)O,0
CHEMBL426104,COc1ccc(CCNC(=O)CC(=O)N/N=C/c2ccco2)cc1OC,0
CHEMBL1682068,O=C(O)c1cc(Br)cc(C(=O)NCc2ccc(F)cc2)c1O,0
CHEMBL563525,C[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,1
CHEMBL394683,O=C1Nc2ccccc2/C1=N/NC(=O)c1ccccc1O,0
CHEMBL259336,CC(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2S(C)(=O)=O)n1,1
CHEMBL126625,O=C1/C(=C/c2ccc(O)c(O)c2)Cc2ccccc21,0
CHEMBL388420,O=C(Nc1cncs1)c1nc(-c2cccs2)nc(O)c1O,0
CHEMBL367939,CC(=O)Nc1ccc(N)c2cc(S(=O)(=O)O)ccc12,0
CHEMBL89295,[N-]=[N+]=[N-].[Na+],0
CHEMBL223062,O=S(=O)(/C=C/c1ccc2[nH]ccc2c1)CS(=O)(=O)/C=C/c1ccc2[nH]ccc2c1,0
CHEMBL497489,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C=C(Nc1cccc(Cl)c1F)C2=O,0
CHEMBL438262,O=C(/C=C(\O)c1c[nH]c2ccc(Cl)cc12)c1nc[nH]n1,0
CHEMBL456024,O=C(c1ccc(Cl)cc1)C1NS(=O)(=O)c2ccc(Cl)cc2S1,0
CHEMBL189892,COc1cc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2cc(OC)c(C(C)=O)c(C(C)=O)c2)cc(C(C)=O)c1C(C)=O,0
CHEMBL541701,COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc3c(c1O)C(=O)N1c4ccccc4SC31)CC2,0
CHEMBL2206771,Cc1c(O)c(O)c2c(c1S(=O)(=O)N(C)C)CN(Cc1ccc(F)c(Cl)c1)C2=O,0
CHEMBL3288955,CC(C)(C)Oc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,0
CHEMBL518478,Cc1cc(S(=O)(=O)Nc2nc3sc(C)c(C)c3c(=O)n2N)c(S)cc1Cl,0
CHEMBL414784,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
CHEMBL216683,CN1CCOCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,1
CHEMBL2315829,Cn1c(=O)c(C(=O)NCCN2CCOCC2)c(O)c2ncc(Cc3ccc(F)cc3)cc21,1
CHEMBL4469948,Cc1ccc(-c2c(C(OC(C)(C)C)C(=O)O)c(C)nc3ccnn23)cc1,0
CHEMBL522802,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(C)c1=O,1
CHEMBL173854,O=C(NCO)NCOCn1c(=O)n(CO)c(=O)n(CO)c1=O,0
CHEMBL3087328,O=C(/C=C/c1cccn1Cc1cc(F)cc(F)c1)CC(=O)C(=O)O,0
CHEMBL458652,O=C(C1=NS(=O)(=O)c2ccc(Cl)cc2S1)c1ccc(Cl)c(Cl)c1,0
CHEMBL198591,COc1ccc2oc(=O)c(-c3csc(N/N=C/c4ccccc4O)n3)cc2c1,0
CHEMBL251172,Cn1c(SCC(=O)NNC(=O)c2ccccc2O)nnc1-c1ccccc1,0
CHEMBL497688,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(Cl)ccc2c1=O,1
CHEMBL131733,O=C(/C=C/c1cc(O)c(O)c(O)c1)OCCc1ccccc1,0
CHEMBL133492,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccc2ccccc2c1,0
CHEMBL3087634,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1cccc(Cl)c1,0
CHEMBL440629,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCCCCC(NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)[C@@H](C)CC)C(N)=O,0
CHEMBL314013,O=c1c(C(c2ccc(/C=C/c3ccccc3)cc2)c2c(O)oc3cc(O)ccc3c2=O)c(O)oc2cc(O)ccc12,0
CHEMBL1213726,COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1Cl,1
CHEMBL3288819,CN(C)c1c(C(=O)NCc2ccc(F)cc2F)c(=O)n(O)c2ncccc12,1
CHEMBL3125972,O=C(NCc1ccc(F)cc1F)c1c(O)c2cccnc2n(O)c1=O,1
CHEMBL340697,Cc1cc(S(=O)(=O)Nc2nnc3c4c(C)csc4ncn23)c(S)cc1Cl,0
CHEMBL1092356,N=C(N)NCCCCNP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C[C@@H]1O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1O,0
CHEMBL195502,COC(=O)c1sccc1NC(=O)c1ccc(C(=O)Nc2ccsc2C(=O)OC)cc1,0
CHEMBL196391,COc1ccc2c(c1)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,1
CHEMBL3310083,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)NCCN(C)C)c1=O,1
CHEMBL2370473,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,0
CHEMBL492350,CCN(C(=O)C(=O)N1CCCC1)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,1
CHEMBL3334634,O=C(NCc1ccc(Cl)cc1)c1nc(-c2ccc(F)cc2)[nH]c(=O)c1O,0
CHEMBL420026,O=C(/C=C(\O)c1ccccc1)c1ccc2ccc(C(=O)O)c(O)c2n1,0
CHEMBL244904,CN1CCSCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,1
CHEMBL3288821,O=C(NCc1ccc(F)cc1F)c1c(NC2CCCCCC2)c2cccnc2n(O)c1=O,0
CHEMBL3415836,CCOC(=O)/C(O)=C/C(=O)/C=C/c1cc(C(=O)c2ccc(F)cc2)cn1-c1ccccc1,0
CHEMBL1214534,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2c(F)cccc2Cl)c2cccc(OC)c12,0
CHEMBL130882,Cc1cc(S(=O)(=O)Nc2nc(N)n(-c3ccccc3)n2)c(S)cc1Cl,0
CHEMBL373133,CC(=O)c1ccc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2ccc(C(C)=O)c(C(C)=O)c2)cc1C(C)=O,0
CHEMBL560387,C=C(CCc1ccc(C)cc1)C1=C(C)C(=C)C2CCC(CC#N)C(C)(C)C2=C1,1
CHEMBL2398134,C=CCCCC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@](C)(CCCCC=C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
CHEMBL208722,COC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,0
CHEMBL3415833,CCOC(=O)/C(O)=C/C(=O)c1ccn(Cc2ccc(F)cc2)c1,0
CHEMBL3582061,O=C(O)/C(O)=C/C(=O)c1cn(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2c1=O,0
CHEMBL2180601,Cc1ccc(S(=O)(=O)Oc2c(C(=O)NCc3ccc(F)cc3)nc(Br)c3cccnc23)cc1,0
CHEMBL3582045,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2cc(F)ccc2F)c2ccccc2c1=O,0
CHEMBL349440,COc1cc(O)c2c(OC)c3c(cc2c1-c1c(O)cc(OC)c2c(OC)c4c(cc12)OC(C)C(C)C4=O)OC(C)C(C)C3=O,0
CHEMBL173281,O=C1Oc2ccccc2C(O)C1C(c1ccccc1)C1C(=O)Oc2ccccc2C1O,0
CHEMBL3087791,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccccc1C,0
CHEMBL442011,COc1ccc2c(c1)C(=O)N1C[S+]([O-])CC1C(=O)S2,0
CHEMBL3415846,N/C(=C\C(=O)c1cn(Cc2ccc(F)cc2)cc1-c1ccccc1)C(=O)O,1
CHEMBL377971,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0
CHEMBL209440,COc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2,1
CHEMBL394197,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1)c1c(C)n[nH]c1O,0
CHEMBL171315,CC1OC(O)C(O)C(O)C1Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,0
CHEMBL1682040,O=C(O)c1cc(F)cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1O,0
CHEMBL202815,COCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)cc1,0
CHEMBL2442183,CC(=O)NCCCn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,0
CHEMBL4169856,COC(=O)c1c(Nc2ccc(-c3ccc(C#N)cc3)cc2)c2nccnc2n(O)c1=O,0
CHEMBL475819,O=C(/C=C/c1ccc(F)cc1)Nc1cccc(C(=O)/C=C(\O)C(=O)O)c1,0
CHEMBL260619,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(OC)ccc12,0
CHEMBL3741857,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(O)cc2)cc1,0
CHEMBL2370433,NCCCC[C@H](NC(=O)[C@H](CSCSC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0
CHEMBL1669244,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2c(OC)cc(OC)cc12,0
CHEMBL234923,O=C(N[C@@H]1CCc2ccccc21)c1nc(-c2cccs2)nc(O)c1O,1
CHEMBL3288956,O=c1c(-c2ccc(O)cc2)coc2cc(N3CCOCC3)cc(O)c12,0
CHEMBL437619,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,0
CHEMBL497029,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2cc(C(=O)O)cc(O)c2O)o1,0
CHEMBL550086,O=C1c2c(ccc(O)c2O)CN1Cc1cc(F)c(F)cc1F,0
CHEMBL368509,C[C@H](c1ccccc1)N1C(=O)c2c(c(O)c3nccnc3c2O)C1=O,0
CHEMBL61800,O=[N+]([O-])c1cccc2ccc(/C=C/c3ccc(O)c(O)c3)nc12,0
CHEMBL2370429,NCCCC[C@H](NC(=O)[C@@H](CCSC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0
CHEMBL2180593,O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1NCCO,0
CHEMBL105350,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,0
CHEMBL379664,O=C(O)c1cn(CCO)c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,1
CHEMBL3360110,Cn1c(C2=CCOC2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,1
CHEMBL1682061,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(F)c2)c1O,0
CHEMBL2316139,CN1CCN(CCCNC(=O)c2c(O)c3ncc(Cc4ccc(F)cc4)cc3[nH]c2=O)CC1,1
CHEMBL240331,O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,0
CHEMBL4642650,CCCCn1cncc1-c1ccc(C(C)(C)C)cc1,0
CHEMBL1813505,CNS(=O)(=O)c1cc(O)c(O)c(C(=O)NCc2ccc(F)cc2)c1,0
CHEMBL457106,O=C(c1ccc(Cl)c(Cl)c1)C1NS(=O)(=O)c2ccc(Cl)cc2S1,0
CHEMBL3742287,COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc([N+](=O)[O-])cc2)cc1,0
CHEMBL3222018,C[N+](C)(C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0
CHEMBL2403118,C[C@@H]1CCN2C(=O)c3c(O)c(=O)c(C(=O)NCc4ccc(F)cc4)cn3C[C@@H]2O1,1
CHEMBL186914,COC(=O)C(=O)CC(=O)c1cc2cc3c(cc2n1Cc1ccccc1)OCO3,0
CHEMBL1270805,COc1ccc(/C=C2\C(=O)N(c3cccc(Cl)c3)N=C2C(F)(F)F)cc1OCc1ccc(F)cc1,0
CHEMBL36586,O=C(O)c1ccc2ccc(/C=C/c3ccc(O)cc3O)nc2c1O,0
CHEMBL183062,O=c1[nH]c2cc(-c3ccccc3)sc2c(=O)n1O,0
CHEMBL3288960,O=c1c(O)c(-c2ccc(OCc3ccc(F)cc3)c(O)c2)oc2cc(O)cc(O)c12,0
CHEMBL319488,O=C(/C=C/c1ccc(O)c(O)c1)CC(=O)/C=C/c1ccc(O)c(O)c1,0
CHEMBL2442187,CC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1CCCNS(=O)(=O)C1CC1,0
CHEMBL1682027,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cc(Cl)ccc2Cl)c1O,0
CHEMBL2311873,O=C(N/N=C/c1cc(Br)ccc1O)C1=NNC2CCCCC12,0
CHEMBL437477,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,0
CHEMBL554284,Cc1nnc(CN2CCn3c(nc(C(=O)NCc4ccc(F)cc4)c(O)c3=O)C2(C)C)o1,1
CHEMBL175404,O=C1c2c(c(O)c3nccnc3c2O)C(=O)N1Cc1cccc2ccccc12,0
CHEMBL1770430,O=C(O)/C=C/c1ccc2c(c1)c(=O)c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1,1
CHEMBL3288267,O=C(NCCc1ccc(F)cc1)c1c(O)n(O)c(=O)c2cc([N+](=O)[O-])ccc12,1
CHEMBL3360125,Cn1c(C2CCOC2)nc(C(=O)NCc2ccc(F)cc2N2CCN(C(C)(C)C)S2(=O)=O)c(O)c1=O,1
CHEMBL187821,Cn1cc(/C(O)=C/C(=O)C(=O)O)c2ccccc21,0
CHEMBL1682056,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccccc2-c2ccco2)c1O,0
CHEMBL1685081,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc(I)cc2)c1O,0
CHEMBL553067,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NCNC(CO)(CO)CO)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O.Cl,0
CHEMBL206604,CC(C)[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,1
CHEMBL244963,CN1CCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0
CHEMBL1224122,O=C(NCCCN1CCN(C(=O)/C=C/c2ccccc2Cl)CC1)c1cc(O)c(O)c(O)c1,0
CHEMBL1682037,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1O,0
CHEMBL206981,O=C(O)C(=O)/C=C(/O)c1nc2c(=O)n(Cc3ccccc3)cnc2n1Cc1ccccc1,0
CHEMBL237537,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(Cl)cc2)cc1,0
CHEMBL507121,CN1C(=O)[C@@H](c2cc(Cl)c(O)c(Cl)c2)NC(=O)[C@@H]2NC(=O)[C@@H](c3cc(Cl)c(O)c(Cl)c3)NC(=O)[C@H](NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4c(cccc34)-c3cc2cc(c3O)Oc2ccc(cc2)C[C@H]1C(=O)O,0
CHEMBL4225194,O=C(O)CC(O)/C=N/c1ccc(O)c(O)c1,0
CHEMBL490971,Oc1c(-c2nnc(Cc3cccc(Cl)c3)[nH]2)ncc2cccnc12,0
CHEMBL422992,O=C(O)C(c1ccc(O)c(O)c1)C(C(=O)O)c1ccc(O)c(O)c1,0
CHEMBL480531,O=C(NCc1ccc(F)cc1)C1=C(O)C(=O)N(Cc2ccccn2)C1,1
CHEMBL559395,CC1(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2CCN1Cc1cocn1,1
CHEMBL246774,CNC(=O)c1cc(F)ccc1CNC(=O)c1ncc2cccnc2c1O,1
CHEMBL1257223,O=C(NCc1ccc(F)cc1)c1nc2sc(N3CCOCC3)cn2c(=O)c1O,0
